tik,uik,voters,turnout,putin,stationary,cam,marked,gaps
TIK-28,1945,1033,63%,46%,1026,c2,yes,
TIK-29,2115,1534,63%,47%,1439,c1,yes,
TIK-29,2115,1534,63%,47%,1439,c2,yes,
TIK-29,2123,1520,63%,47%,1481,c1,yes,
TIK-29,2123,1520,63%,47%,1481,c2,yes,
TIK-29,2136,1608,63%,47%,1594,c1,,
TIK-29,2136,1608,63%,47%,1594,c2,yes,
TIK-29,2149,1301,63%,48%,1276,c1,yes,"3, 3"
TIK-29,2149,1301,63%,48%,1276,c2,yes,
TIK-29,2162,1518,63%,49%,1487,c1,,
TIK-29,2162,1518,63%,49%,1487,c2,yes,
TIK-29,2169,797,63%,49%,746,c1,yes,
TIK-29,2169,797,63%,49%,746,c2,yes,
TIK-29,2173,1529,63%,45%,1494,c1,yes,
TIK-29,2173,1529,63%,45%,1494,c2,,
TIK-30,2241,907,63%,43%,881,c1,yes,
TIK-30,2241,907,63%,43%,881,c2,,
TIK-30,2249,1115,63%,44%,1024,c1,yes,
TIK-30,2249,1115,63%,44%,1024,c2,,
TIK-1,53,1179,62%,46%,1157,,,missing
TIK-1,57,1226,62%,41%,1217,,,missing
TIK-1,2,869,62%,44%,848,c1,yes,
TIK-1,2,869,62%,44%,848,c2,yes,
TIK-1,27,840,62%,43%,819,c1,yes,
TIK-1,27,840,62%,43%,819,c2,yes,
TIK-1,4,584,62%,42%,576,c1,yes,
TIK-1,4,584,62%,42%,576,c2,yes,
TIK-1,51,921,62%,44%,896,c1,yes,
TIK-1,51,921,62%,44%,896,c2,,
TIK-1,54,1236,62%,45%,1193,c1,yes,
TIK-1,54,1236,62%,45%,1193,c2,yes,
TIK-1,6,881,62%,44%,864,c1,yes,
TIK-1,6,881,62%,44%,864,c2,yes,
TIK-1,60,590,62%,44%,548,c1,yes,
TIK-1,60,590,62%,44%,548,c2,yes,
TIK-2,125,974,62%,45%,954,c1,,
TIK-2,125,974,62%,45%,954,c2,,
TIK-2,170,1420,62%,44%,1392,c1,yes,
TIK-2,170,1420,62%,44%,1392,c2,yes,
TIK-3,603,1434,62%,46%,1418,c1,yes,
TIK-3,603,1434,62%,46%,1418,c2,yes,
TIK-3,607,915,62%,46%,900,c1,yes,
TIK-3,607,915,62%,46%,900,c2,yes,
TIK-3,619,1492,62%,46%,1466,c1,yes,
TIK-3,619,1492,62%,46%,1466,c2,yes,
TIK-3,631,1240,62%,46%,1202,c1,yes,
TIK-3,631,1240,62%,46%,1202,c2,yes,
TIK-4,928,1045,62%,45%,1017,c1,yes,
TIK-4,928,1045,62%,45%,1017,c2,yes,
TIK-4,938,1018,62%,46%,975,c1,yes,
TIK-4,938,1018,62%,46%,975,c2,yes,
TIK-4,956,1186,62%,47%,1104,c1,yes,
TIK-4,956,1186,62%,47%,1104,c2,,
TIK-5,1428,1549,62%,45%,1526,c1,yes,
TIK-5,1428,1549,62%,45%,1526,c2,yes,
TIK-5,1448,1297,62%,47%,1272,c1,yes,
TIK-5,1448,1297,62%,47%,1272,c2,yes,
TIK-5,1454,1232,62%,46%,1207,c1,yes,
TIK-5,1454,1232,62%,46%,1207,c2,yes,
TIK-5,1456,1434,62%,46%,1345,c1,yes,
TIK-5,1456,1434,62%,46%,1345,c2,yes,
TIK-5,1458,1363,62%,47%,1327,c1,yes,
TIK-5,1458,1363,62%,47%,1327,c2,yes,
TIK-5,1486,1207,62%,46%,1153,c1,yes,
TIK-5,1486,1207,62%,46%,1153,c2,yes,
TIK-5,1489,1223,62%,48%,1197,c1,yes,
TIK-5,1489,1223,62%,48%,1197,c2,yes,
TIK-5,1492,1408,62%,46%,1361,c1,yes,
TIK-5,1492,1408,62%,46%,1361,c2,yes,
TIK-5,1495,1249,62%,46%,1209,c1,yes,
TIK-5,1495,1249,62%,46%,1209,c2,yes,
TIK-5,1501,1234,62%,47%,1179,c1,yes,
TIK-5,1501,1234,62%,47%,1179,c2,yes,
TIK-5,1522,1338,62%,47%,1321,c1,yes,
TIK-5,1522,1338,62%,47%,1321,c2,,
TIK-5,1525,1528,62%,46%,1506,c1,yes,
TIK-5,1525,1528,62%,46%,1506,c2,yes,
TIK-5,1530,1588,62%,46%,1571,c1,yes,
TIK-5,1530,1588,62%,46%,1571,c2,yes,
TIK-6,1059,1411,62%,48%,1359,c1,yes,
TIK-6,1059,1411,62%,48%,1359,c2,,
TIK-6,1076,1205,62%,47%,1190,c1,yes,
TIK-6,1076,1205,62%,47%,1190,c2,yes,
TIK-6,1077,1513,62%,47%,1485,c1,yes,
TIK-6,1077,1513,62%,47%,1485,c2,yes,
TIK-6,1092,1306,62%,48%,1281,c1,yes,
TIK-6,1092,1306,62%,48%,1281,c2,yes,
TIK-6,1108,1396,62%,48%,1364,c1,yes,
TIK-6,1108,1396,62%,48%,1364,c2,,
TIK-6,1124,1719,62%,45%,1714,c1,yes,
TIK-6,1124,1719,62%,45%,1714,c2,yes,2
TIK-6,1138,1132,62%,45%,1128,c1,yes,286
TIK-6,1138,1132,62%,45%,1128,c2,yes,279
TIK-7,633,1655,62%,47%,1615,c1,yes,
TIK-7,633,1655,62%,47%,1615,c2,yes,
TIK-7,787,1145,62%,44%,1105,c1,yes,
TIK-7,787,1145,62%,44%,1105,c2,yes,
TIK-7,798,1175,62%,48%,1135,c1,,
TIK-7,798,1175,62%,48%,1135,c2,yes,
TIK-7,800,1290,62%,45%,1258,c1,yes,
TIK-7,800,1290,62%,45%,1258,c2,yes,
TIK-7,811,1595,62%,45%,1572,c1,yes,
TIK-7,811,1595,62%,45%,1572,c2,yes,
TIK-7,813,1114,62%,47%,1100,c1,,
TIK-7,813,1114,62%,47%,1100,c2,yes,
TIK-8,1697,1282,62%,46%,1254,c1,yes,
TIK-8,1697,1282,62%,46%,1254,c2,yes,
TIK-8,1708,1889,62%,48%,1841,c1,,
TIK-8,1708,1889,62%,48%,1841,c2,yes,
TIK-8,1709,862,62%,47%,843,c1,yes,
TIK-8,1709,862,62%,47%,843,c2,yes,
TIK-8,1711,940,62%,49%,923,c1,yes,
TIK-8,1711,940,62%,49%,923,c2,yes,
TIK-8,1714,1027,62%,48%,993,c1,yes,
TIK-8,1714,1027,62%,48%,993,c2,yes,
TIK-8,1716,937,62%,47%,900,c1,yes,
TIK-8,1716,937,62%,47%,900,c2,yes,
TIK-9,1816,1081,62%,47%,1055,c1,yes,
TIK-9,1816,1081,62%,47%,1055,c2,yes,
TIK-9,1824,1242,62%,47%,1232,c1,yes,
TIK-9,1824,1242,62%,47%,1232,c2,yes,
TIK-9,1843,1253,62%,43%,1235,c1,yes,
TIK-9,1843,1253,62%,43%,1235,c2,,
TIK-10,221,975,62%,49%,954,c1,yes,22
TIK-10,221,975,62%,49%,954,c2,yes,
TIK-10,230,923,62%,47%,901,c1,yes,
TIK-10,230,923,62%,47%,901,c2,,
TIK-10,234,1100,62%,46%,1079,c1,yes,
TIK-10,234,1100,62%,46%,1079,c2,,
TIK-11,417,1644,62%,46%,1610,c1,yes,
TIK-11,417,1644,62%,46%,1610,c2,yes,
TIK-11,448,1469,62%,45%,1436,c1,,
TIK-11,448,1469,62%,45%,1436,c2,yes,
TIK-11,468,1102,62%,46%,1083,c1,yes,
TIK-11,468,1102,62%,46%,1083,c2,yes,
TIK-11,498,1243,62%,49%,1221,c1,yes,
TIK-11,498,1243,62%,49%,1221,c2,,
TIK-11,502,1626,62%,46%,1587,c1,yes,
TIK-11,502,1626,62%,46%,1587,c2,yes,
TIK-12,1732,1484,62%,46%,1453,c1,yes,
TIK-12,1732,1484,62%,46%,1453,c2,,
TIK-12,1740,1188,62%,48%,1171,c1,yes,
TIK-12,1740,1188,62%,48%,1171,c2,yes,
TIK-12,1741,868,62%,47%,849,c1,yes,
TIK-12,1741,868,62%,47%,849,c2,yes,
TIK-12,1743,1171,62%,47%,1162,c1,yes,
TIK-12,1743,1171,62%,47%,1162,c2,yes,
TIK-12,1754,1493,62%,43%,1486,c1,yes,
TIK-12,1754,1493,62%,43%,1486,c2,yes,
TIK-12,1781,1484,62%,42%,1466,c1,yes,
TIK-12,1781,1484,62%,42%,1466,c2,,
TIK-12,1784,1133,62%,47%,1114,c1,yes,
TIK-12,1784,1133,62%,47%,1114,c2,yes,
TIK-13,1242,1438,62%,48%,1405,c1,yes,
TIK-13,1242,1438,62%,48%,1405,c2,yes,
TIK-13,1246,867,62%,48%,846,c1,yes,
TIK-13,1246,867,62%,48%,846,c2,yes,
TIK-13,1252,1075,62%,49%,1037,c1,yes,
TIK-13,1252,1075,62%,49%,1037,c2,yes,
TIK-13,1254,739,62%,49%,713,c1,yes,
TIK-13,1254,739,62%,49%,713,c2,yes,
TIK-13,1257,848,62%,47%,800,c1,,
TIK-13,1257,848,62%,47%,800,c2,yes,
TIK-13,1260,824,62%,46%,799,c1,yes,
TIK-13,1260,824,62%,46%,799,c2,,
TIK-13,1266,483,62%,49%,454,c1,yes,
TIK-13,1266,483,62%,49%,454,c2,,
TIK-14,302,1154,62%,43%,1123,c1,yes,
TIK-14,302,1154,62%,43%,1123,c2,yes,
TIK-14,305,1656,62%,45%,1645,c1,yes,
TIK-14,305,1656,62%,45%,1645,c2,yes,
TIK-16,2182,1155,62%,40%,1129,c1,yes,
TIK-16,2182,1155,62%,40%,1129,c2,yes,
TIK-17,518,1243,62%,47%,1221,c1,yes,
TIK-17,518,1243,62%,47%,1221,c2,yes,
TIK-18,1664,1244,62%,45%,1158,c1,yes,"36, 42, 20"
TIK-18,1664,1244,62%,45%,1158,c2,,"32, 40, 20"
TIK-19,1323,1032,62%,45%,970,c1,yes,
TIK-19,1323,1032,62%,45%,970,c2,yes,
TIK-19,1333,612,62%,45%,600,c1,yes,
TIK-19,1333,612,62%,45%,600,c2,yes,
TIK-19,1345,1064,62%,45%,1039,c1,yes,
TIK-19,1345,1064,62%,45%,1039,c2,yes,
TIK-19,1346,1470,62%,44%,1438,c1,yes,
TIK-19,1346,1470,62%,44%,1438,c2,yes,
TIK-20,1962,1561,62%,45%,1512,c1,,"X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X"
TIK-20,1962,1561,62%,45%,1512,c2,yes,
TIK-21,840,1410,62%,48%,1389,c1,yes,
TIK-21,840,1410,62%,48%,1389,c2,yes,
TIK-21,841,1341,62%,49%,1316,c1,yes,
TIK-21,841,1341,62%,49%,1316,c2,yes,
TIK-21,862,1160,62%,50%,1143,c1,,
TIK-21,862,1160,62%,50%,1143,c2,yes,
TIK-21,878,1037,62%,50%,996,c1,yes,
TIK-21,878,1037,62%,50%,996,c2,yes,
TIK-22,363,1045,62%,41%,1009,c1,yes,
TIK-22,363,1045,62%,41%,1009,c2,yes,
TIK-22,368,1226,62%,44%,1182,c1,yes,
TIK-22,368,1226,62%,44%,1182,c2,yes,
TIK-23,2061,1068,62%,44%,1057,c1,,
TIK-23,2061,1068,62%,44%,1057,c2,yes,
TIK-23,2079,1576,62%,46%,1538,c1,yes,
TIK-23,2079,1576,62%,46%,1538,c2,yes,
TIK-24,1547,1054,62%,45%,1022,c1,yes,
TIK-24,1547,1054,62%,45%,1022,c2,yes,
TIK-24,1565,1028,62%,45%,1005,c1,yes,
TIK-24,1565,1028,62%,45%,1005,c2,yes,
TIK-24,1571,1099,62%,46%,1062,c1,yes,
TIK-24,1571,1099,62%,46%,1062,c2,yes,
TIK-24,1573,1228,62%,50%,1157,c1,yes,
TIK-24,1573,1228,62%,50%,1157,c2,yes,
TIK-24,1574,966,62%,47%,935,c1,yes,
TIK-24,1574,966,62%,47%,935,c2,yes,
TIK-24,1590,1350,62%,48%,1329,c1,yes,
TIK-24,1590,1350,62%,48%,1329,c2,yes,
TIK-25,1029,891,62%,48%,868,c1,yes,
TIK-25,1029,891,62%,48%,868,c2,yes,
TIK-25,1044,951,62%,47%,896,c1,yes,
TIK-25,1044,951,62%,47%,896,c2,yes,
TIK-25,978,1177,62%,48%,1137,c1,yes,
TIK-25,978,1177,62%,48%,1137,c2,yes,
TIK-25,992,1046,62%,45%,1022,c1,yes,
TIK-25,992,1046,62%,45%,1022,c2,yes,
TIK-26,1146,1075,62%,48%,1040,c1,yes,
TIK-26,1146,1075,62%,48%,1040,c2,yes,
TIK-26,1157,1011,62%,47%,970,c1,yes,
TIK-26,1157,1011,62%,47%,970,c2,yes,
TIK-26,1166,1281,62%,48%,1248,c1,yes,
TIK-26,1166,1281,62%,48%,1248,c2,yes,
TIK-26,1168,1368,62%,47%,1311,c1,,
TIK-26,1168,1368,62%,47%,1311,c2,yes,
TIK-26,1176,1108,62%,48%,1079,c1,yes,"23, 2, 5, 3, 7, 2, 35, 34, 4, 2, 8, 7, 35, 35, 3, 34, 2, 33, 20, 7, 8, 3"
TIK-26,1176,1108,62%,48%,1079,c2,yes,
TIK-26,1179,632,62%,49%,603,c1,yes,
TIK-26,1179,632,62%,49%,603,c2,yes,
TIK-26,1188,1758,62%,47%,1738,c1,yes,21
TIK-26,1188,1758,62%,47%,1738,c2,yes,29
TIK-26,1194,1067,62%,47%,1044,c1,yes,
TIK-26,1194,1067,62%,47%,1044,c2,yes,
TIK-27,1385,584,62%,46%,570,c1,yes,
TIK-27,1385,584,62%,46%,570,c2,yes,
TIK-27,1408,1052,62%,46%,1017,c1,yes,
TIK-27,1408,1052,62%,46%,1017,c2,yes,
TIK-28,1904,1203,62%,47%,1186,c1,yes,
TIK-28,1904,1203,62%,47%,1186,c2,,
TIK-28,1907,1037,62%,46%,1015,c1,yes,
TIK-28,1907,1037,62%,46%,1015,c2,yes,
TIK-28,1918,1279,62%,46%,1246,c1,yes,
TIK-28,1918,1279,62%,46%,1246,c2,yes,
TIK-28,1923,1426,62%,45%,1400,c1,yes,
TIK-28,1923,1426,62%,45%,1400,c2,yes,
TIK-28,1927,1640,62%,44%,1604,c1,yes,
TIK-28,1927,1640,62%,44%,1604,c2,yes,
TIK-29,2111,1374,62%,48%,1201,c1,yes,
TIK-29,2111,1374,62%,48%,1201,c2,yes,
TIK-29,2126,1255,62%,47%,1219,c1,yes,
TIK-29,2126,1255,62%,47%,1219,c2,yes,2
TIK-29,2137,1501,62%,46%,1448,c1,,
TIK-29,2137,1501,62%,46%,1448,c2,yes,
TIK-29,2142,1426,62%,48%,1394,c1,yes,
TIK-29,2142,1426,62%,48%,1394,c2,,
TIK-29,2148,1279,62%,47%,1234,c1,yes,
TIK-29,2148,1279,62%,47%,1234,c2,yes,
TIK-29,2153,1124,62%,48%,1090,c1,,
TIK-29,2153,1124,62%,48%,1090,c2,yes,
TIK-29,2164,1372,62%,46%,1342,c1,yes,
TIK-29,2164,1372,62%,46%,1342,c2,,
TIK-29,2174,1602,62%,48%,1567,c1,,
TIK-29,2174,1602,62%,48%,1567,c2,yes,
TIK-30,2235,923,62%,44%,906,c1,yes,
TIK-30,2235,923,62%,44%,906,c2,,
TIK-24,1557,1253,61%,44%,1210,,,missing
TIK-16,2183,1222,61%,41%,1195,,,missing
TIK-1,17,1017,61%,44%,991,c1,yes,"4, 46, 4"
TIK-1,17,1017,61%,44%,991,c2,yes,"4, 54, 3"
TIK-1,5,1049,61%,42%,1023,c1,yes,
TIK-1,5,1049,61%,42%,1023,c2,yes,
TIK-2,106,890,61%,43%,866,c1,yes,
TIK-2,106,890,61%,43%,866,c2,yes,
TIK-2,131,800,61%,40%,794,c1,yes,
TIK-2,131,800,61%,40%,794,c2,yes,
TIK-2,176,1269,61%,45%,1252,c1,,9
TIK-2,176,1269,61%,45%,1252,c2,yes,10
TIK-2,181,1081,61%,40%,1077,c1,yes,
TIK-2,181,1081,61%,40%,1077,c2,yes,
TIK-3,577,949,61%,46%,887,c1,yes,
TIK-3,577,949,61%,46%,887,c2,yes,
TIK-3,583,1172,61%,45%,1149,c1,yes,
TIK-3,583,1172,61%,45%,1149,c2,,
TIK-3,585,1097,61%,46%,1083,c1,yes,
TIK-3,585,1097,61%,46%,1083,c2,yes,
TIK-3,597,1202,61%,46%,1181,c1,yes,
TIK-3,597,1202,61%,46%,1181,c2,yes,
TIK-3,598,1302,61%,44%,1264,c1,yes,
TIK-3,598,1302,61%,44%,1264,c2,yes,
TIK-3,610,973,61%,45%,953,c1,yes,
TIK-3,610,973,61%,45%,953,c2,yes,
TIK-3,614,961,61%,45%,930,c1,,
TIK-3,614,961,61%,45%,930,c2,yes,
TIK-3,630,1065,61%,43%,1041,c1,yes,
TIK-3,630,1065,61%,43%,1041,c2,yes,344
TIK-4,902,1001,61%,51%,917,c1,yes,
TIK-4,902,1001,61%,51%,917,c2,,"36, 165"
TIK-4,924,1056,61%,43%,1019,c1,yes,
TIK-4,924,1056,61%,43%,1019,c2,yes,
TIK-5,1469,1412,61%,45%,1388,c1,yes,
TIK-5,1469,1412,61%,45%,1388,c2,yes,
TIK-5,1470,1466,61%,46%,1413,c1,yes,
TIK-5,1470,1466,61%,46%,1413,c2,yes,
TIK-5,1479,1563,61%,47%,1530,c1,yes,
TIK-5,1479,1563,61%,47%,1530,c2,yes,
TIK-5,1482,1101,61%,46%,1072,c1,yes,
TIK-5,1482,1101,61%,46%,1072,c2,yes,
TIK-5,1485,1054,61%,47%,1019,c1,yes,
TIK-5,1485,1054,61%,47%,1019,c2,yes,
TIK-5,1487,1304,61%,44%,1279,c1,yes,
TIK-5,1487,1304,61%,44%,1279,c2,yes,
TIK-5,1488,1325,61%,47%,1297,c1,yes,
TIK-5,1488,1325,61%,47%,1297,c2,yes,
TIK-5,1510,1383,61%,46%,1349,c1,yes,
TIK-5,1510,1383,61%,46%,1349,c2,yes,
TIK-5,1514,1157,61%,46%,1147,c1,yes,
TIK-5,1514,1157,61%,46%,1147,c2,yes,
TIK-5,1520,1369,61%,45%,1311,c1,yes,
TIK-5,1520,1369,61%,45%,1311,c2,yes,
TIK-5,1534,1204,61%,43%,1203,c1,yes,
TIK-5,1534,1204,61%,43%,1203,c2,yes,
TIK-6,1064,1170,61%,46%,1151,c1,yes,
TIK-6,1064,1170,61%,46%,1151,c2,yes,
TIK-6,1066,1136,61%,47%,1102,c1,yes,
TIK-6,1066,1136,61%,47%,1102,c2,yes,
TIK-6,1069,1294,61%,47%,1267,c1,yes,
TIK-6,1069,1294,61%,47%,1267,c2,yes,
TIK-6,1072,1361,61%,47%,1349,c1,yes,
TIK-6,1072,1361,61%,47%,1349,c2,yes,
TIK-6,1073,1085,61%,45%,1072,c1,yes,
TIK-6,1073,1085,61%,45%,1072,c2,yes,
TIK-6,1091,1018,61%,48%,999,c1,yes,
TIK-6,1091,1018,61%,48%,999,c2,yes,
TIK-6,1102,1159,61%,48%,1138,c1,yes,
TIK-6,1102,1159,61%,48%,1138,c2,yes,
TIK-6,1104,1141,61%,48%,1115,c1,yes,
TIK-6,1104,1141,61%,48%,1115,c2,yes,
TIK-6,1105,1271,61%,47%,1247,c1,yes,
TIK-6,1105,1271,61%,47%,1247,c2,yes,
TIK-6,1106,1338,61%,46%,1291,c1,yes,
TIK-6,1106,1338,61%,46%,1291,c2,yes,
TIK-7,635,1252,61%,45%,1223,c1,yes,
TIK-7,635,1252,61%,45%,1223,c2,yes,
TIK-7,644,1166,61%,47%,1149,c1,yes,
TIK-7,644,1166,61%,47%,1149,c2,yes,
TIK-7,766,1372,61%,45%,1346,c1,yes,
TIK-7,766,1372,61%,45%,1346,c2,yes,
TIK-7,777,1096,61%,45%,1077,c1,yes,
TIK-7,777,1096,61%,45%,1077,c2,yes,
TIK-7,784,1074,61%,47%,1049,c1,yes,
TIK-7,784,1074,61%,47%,1049,c2,yes,
TIK-8,1717,840,61%,46%,813,c1,yes,
TIK-8,1717,840,61%,46%,813,c2,yes,
TIK-8,1721,865,61%,49%,847,c1,yes,
TIK-8,1721,865,61%,49%,847,c2,yes,
TIK-8,1722,985,61%,49%,972,c1,yes,
TIK-8,1722,985,61%,49%,972,c2,yes,
TIK-9,1812,1457,61%,45%,1440,c1,yes,
TIK-9,1812,1457,61%,45%,1440,c2,,
TIK-9,1817,1157,61%,44%,1140,c1,yes,
TIK-9,1817,1157,61%,44%,1140,c2,yes,
TIK-9,1837,1275,61%,46%,1261,c1,yes,
TIK-9,1837,1275,61%,46%,1261,c2,yes,
TIK-9,1842,891,61%,46%,871,c1,yes,
TIK-9,1842,891,61%,46%,871,c2,yes,
TIK-10,204,1134,61%,47%,1108,c1,yes,
TIK-10,204,1134,61%,47%,1108,c2,yes,
TIK-10,215,1480,61%,45%,1445,c1,yes,
TIK-10,215,1480,61%,45%,1445,c2,yes,
TIK-11,463,1236,61%,45%,1186,c1,,
TIK-11,463,1236,61%,45%,1186,c2,yes,
TIK-11,469,1433,61%,47%,1408,c1,yes,159
TIK-11,469,1433,61%,47%,1408,c2,yes,
TIK-12,1734,1519,61%,43%,1498,c1,yes,
TIK-12,1734,1519,61%,43%,1498,c2,,
TIK-12,1749,1151,61%,44%,1135,c1,yes,
TIK-12,1749,1151,61%,44%,1135,c2,yes,
TIK-12,1751,1292,61%,44%,1266,c1,yes,
TIK-12,1751,1292,61%,44%,1266,c2,,
TIK-12,1752,1421,61%,46%,1406,c1,yes,
TIK-12,1752,1421,61%,46%,1406,c2,yes,
TIK-12,1753,1381,61%,46%,1361,c1,yes,
TIK-12,1753,1381,61%,46%,1361,c2,yes,
TIK-12,1759,1130,61%,46%,1105,c1,yes,
TIK-12,1770,1182,61%,44%,1143,c1,yes,
TIK-12,1770,1182,61%,44%,1143,c2,yes,
TIK-12,1775,1093,61%,46%,1064,c1,yes,3
TIK-12,1775,1093,61%,46%,1064,c2,yes,
TIK-12,1782,1140,61%,45%,1113,c1,yes,
TIK-12,1782,1140,61%,45%,1113,c2,yes,
TIK-13,1264,602,61%,48%,572,c1,yes,
TIK-13,1264,602,61%,48%,572,c2,yes,
TIK-14,268,1438,61%,45%,1401,c1,yes,
TIK-14,268,1438,61%,45%,1401,c2,yes,
TIK-14,287,1169,61%,44%,1145,c1,yes,
TIK-14,287,1169,61%,44%,1145,c2,yes,
TIK-14,310,1030,61%,43%,1017,c1,yes,
TIK-14,310,1030,61%,43%,1017,c2,yes,
TIK-16,2189,904,61%,41%,872,c1,yes,
TIK-16,2189,904,61%,41%,872,c2,yes,
TIK-17,552,1057,61%,46%,990,c1,yes,
TIK-17,552,1057,61%,46%,990,c2,yes,
TIK-17,569,1242,61%,43%,1210,c1,yes,
TIK-17,569,1242,61%,43%,1210,c2,yes,
TIK-19,1303,1325,61%,43%,1280,c1,yes,"39, 39, 40"
TIK-19,1303,1325,61%,43%,1280,c2,yes,"31, 39, 40"
TIK-19,1324,1328,61%,44%,1314,c1,yes,
TIK-19,1324,1328,61%,44%,1314,c2,yes,
TIK-19,1344,1166,61%,45%,1156,c1,yes,154
TIK-19,1344,1166,61%,45%,1156,c2,yes,
TIK-19,1352,1309,61%,43%,1289,c1,yes,
TIK-19,1352,1309,61%,43%,1289,c2,yes,
TIK-20,1956,886,61%,46%,876,c1,yes,
TIK-20,1956,886,61%,46%,876,c2,yes,
TIK-20,1965,1229,61%,46%,1176,c1,yes,149
TIK-20,1965,1229,61%,46%,1176,c2,yes,131
TIK-20,1966,1633,61%,45%,1589,c1,yes,"166, 20"
TIK-20,1966,1633,61%,45%,1589,c2,yes,"165, 25"
TIK-20,1975,849,61%,48%,750,c1,yes,
TIK-20,1975,849,61%,48%,750,c2,yes,
TIK-20,1994,1421,61%,48%,1381,c1,,
TIK-20,1994,1421,61%,48%,1381,c2,yes,
TIK-20,2013,1389,61%,47%,1378,c1,,62
TIK-20,2013,1389,61%,47%,1378,c2,yes,58
TIK-21,833,1260,61%,47%,1247,c1,yes,
TIK-21,833,1260,61%,47%,1247,c2,yes,
TIK-21,834,1191,61%,50%,1170,c1,yes,
TIK-21,834,1191,61%,50%,1170,c2,,
TIK-21,845,1505,61%,47%,1475,c1,yes,
TIK-21,845,1505,61%,47%,1475,c2,yes,
TIK-21,877,1069,61%,51%,1039,c1,yes,
TIK-21,877,1069,61%,51%,1039,c2,yes,
TIK-21,881,834,61%,47%,773,c1,yes,
TIK-21,881,834,61%,47%,773,c2,yes,
TIK-21,889,1093,61%,47%,1078,c1,yes,
TIK-21,889,1093,61%,47%,1078,c2,yes,
TIK-22,387,1415,61%,45%,1382,c1,yes,
TIK-22,387,1415,61%,45%,1382,c2,yes,
TIK-23,2035,1202,61%,50%,1164,c1,,
TIK-23,2035,1202,61%,50%,1164,c2,yes,
TIK-23,2058,1368,61%,46%,1320,c1,,
TIK-23,2058,1368,61%,46%,1320,c2,yes,
TIK-23,2085,1317,61%,45%,1281,c1,yes,
TIK-23,2085,1317,61%,45%,1281,c2,yes,
TIK-24,1576,1366,61%,45%,1288,c1,yes,
TIK-24,1576,1366,61%,45%,1288,c2,yes,
TIK-24,1578,1401,61%,42%,1274,c1,,
TIK-24,1578,1401,61%,42%,1274,c2,yes,
TIK-24,1594,1234,61%,47%,1184,c1,yes,
TIK-24,1594,1234,61%,47%,1184,c2,yes,
TIK-26,1147,1158,61%,47%,1130,c1,yes,
TIK-26,1147,1158,61%,47%,1130,c2,yes,
TIK-26,1156,1094,61%,46%,1067,c1,yes,
TIK-26,1156,1094,61%,46%,1067,c2,yes,
TIK-26,1177,1040,61%,47%,1007,c1,yes,
TIK-26,1177,1040,61%,47%,1007,c2,yes,
TIK-26,1183,563,61%,46%,553,c1,yes,
TIK-26,1183,563,61%,46%,553,c2,yes,5
TIK-26,1187,1410,61%,47%,1378,c1,yes,
TIK-26,1187,1410,61%,47%,1378,c2,yes,
TIK-26,1189,1669,61%,47%,1660,c1,yes,5
TIK-26,1189,1669,61%,47%,1660,c2,yes,"8, 2"
TIK-27,1383,1091,61%,46%,1054,c1,yes,
TIK-27,1383,1091,61%,46%,1054,c2,yes,
TIK-27,1384,937,61%,46%,920,c1,yes,
TIK-27,1384,937,61%,46%,920,c2,yes,
TIK-27,1407,1441,61%,47%,1392,c1,yes,
TIK-27,1407,1441,61%,47%,1392,c2,yes,
TIK-28,1867,1405,61%,46%,1358,c1,,
TIK-28,1867,1405,61%,46%,1358,c2,yes,
TIK-28,1873,1229,61%,44%,1203,c1,yes,
TIK-28,1873,1229,61%,44%,1203,c2,,
TIK-28,1878,1294,61%,46%,1241,c1,yes,
TIK-28,1878,1294,61%,46%,1241,c2,,
TIK-28,1879,1333,61%,46%,1285,c1,,
TIK-28,1879,1333,61%,46%,1285,c2,,
TIK-28,1884,1412,61%,45%,1372,c1,yes,144
TIK-28,1884,1412,61%,45%,1372,c2,yes,
TIK-28,1893,1268,61%,47%,1241,c1,yes,
TIK-28,1893,1268,61%,47%,1241,c2,yes,
TIK-28,1901,1381,61%,46%,1365,c1,yes,"336, 546"
TIK-28,1901,1381,61%,46%,1365,c2,yes,"324, 574, 9"
TIK-28,1902,1104,61%,48%,1086,c1,yes,
TIK-28,1902,1104,61%,48%,1086,c2,yes,
TIK-28,1915,1218,61%,47%,1187,c1,yes,
TIK-28,1915,1218,61%,47%,1187,c2,yes,
TIK-28,1934,850,61%,42%,839,c1,yes,
TIK-28,1934,850,61%,42%,839,c2,yes,
TIK-29,2110,1230,61%,47%,1151,c1,yes,
TIK-29,2110,1230,61%,47%,1151,c2,yes,
TIK-29,2119,1491,61%,46%,1424,c1,yes,"5, 6, 33, 7, 35"
TIK-29,2119,1491,61%,46%,1424,c2,yes,
TIK-29,2144,1336,61%,45%,1311,c1,yes,
TIK-29,2144,1336,61%,45%,1311,c2,,
TIK-29,2146,1425,61%,47%,1405,c1,yes,
TIK-29,2146,1425,61%,47%,1405,c2,yes,
TIK-29,2150,1582,61%,47%,1536,c1,yes,
TIK-29,2150,1582,61%,47%,1536,c2,yes,
TIK-29,2152,1236,61%,47%,1203,c1,yes,
